index,tenor,date,fixing
EUR-EURIBOR-Reuters,1W,17/05/2011,0.01179
EUR-EURIBOR-Reuters,2W,17/05/2011,0.01196
EUR-EURIBOR-Reuters,1M,17/05/2011,0.01241
EUR-EURIBOR-Reuters,3M,17/05/2011,0.01428
EUR-EURIBOR-Reuters,6M,17/05/2011,0.0171
EUR-EURIBOR-Reuters,12M,17/05/2011,0.02149
EUR-EONIA-OIS-COMPOUND,1D,18/05/2011,0.01152
EUR-EURIBOR-Reuters,1W,18/05/2011,0.01184
EUR-EURIBOR-Reuters,2W,18/05/2011,0.01199
EUR-EURIBOR-Reuters,1M,18/05/2011,0.0124
EUR-EURIBOR-Reuters,3M,18/05/2011,0.01431
EUR-EURIBOR-Reuters,6M,18/05/2011,0.01713
EUR-EURIBOR-Reuters,12M,18/05/2011,0.02153
EUR-EONIA-OIS-COMPOUND,1D,19/05/2011,0.01161
EUR-EURIBOR-Reuters,1W,19/05/2011,0.01189
EUR-EURIBOR-Reuters,2W,19/05/2011,0.012
EUR-EURIBOR-Reuters,1M,19/05/2011,0.01243
EUR-EURIBOR-Reuters,3M,19/05/2011,0.01434
EUR-EURIBOR-Reuters,6M,19/05/2011,0.01717
EUR-EURIBOR-Reuters,12M,19/05/2011,0.02157
EUR-EONIA-OIS-COMPOUND,1D,20/05/2011,0.01158
EUR-EURIBOR-Reuters,1W,20/05/2011,0.01189
EUR-EURIBOR-Reuters,2W,20/05/2011,0.01199
EUR-EURIBOR-Reuters,1M,20/05/2011,0.01243
EUR-EURIBOR-Reuters,3M,20/05/2011,0.01435
EUR-EURIBOR-Reuters,6M,20/05/2011,0.0172
EUR-EURIBOR-Reuters,12M,20/05/2011,0.02159
EUR-EONIA-OIS-COMPOUND,1D,23/05/2011,0.0116
EUR-EURIBOR-Reuters,1W,23/05/2011,0.01193
EUR-EURIBOR-Reuters,2W,23/05/2011,0.01199
EUR-EURIBOR-Reuters,1M,23/05/2011,0.01245
EUR-EURIBOR-Reuters,3M,23/05/2011,0.01434
EUR-EURIBOR-Reuters,6M,23/05/2011,0.01716
EUR-EURIBOR-Reuters,12M,23/05/2011,0.0215
EUR-EONIA-OIS-COMPOUND,1D,24/05/2011,0.01138
EUR-EURIBOR-Reuters,1W,24/05/2011,0.01193
EUR-EURIBOR-Reuters,2W,24/05/2011,0.01199
EUR-EURIBOR-Reuters,1M,24/05/2011,0.01245
EUR-EURIBOR-Reuters,3M,24/05/2011,0.01434
EUR-EURIBOR-Reuters,6M,24/05/2011,0.01716
EUR-EURIBOR-Reuters,12M,24/05/2011,0.0215
EUR-EONIA-OIS-COMPOUND,1D,25/05/2011,0.01125
EUR-EURIBOR-Reuters,1W,25/05/2011,0.01191
EUR-EURIBOR-Reuters,2W,25/05/2011,0.01198
EUR-EURIBOR-Reuters,1M,25/05/2011,0.01245
EUR-EURIBOR-Reuters,3M,25/05/2011,0.01435
EUR-EURIBOR-Reuters,6M,25/05/2011,0.01714
EUR-EURIBOR-Reuters,12M,25/05/2011,0.02144
EUR-EONIA-OIS-COMPOUND,1D,26/05/2011,0.01075
EUR-EURIBOR-Reuters,1W,26/05/2011,0.01164
EUR-EURIBOR-Reuters,2W,26/05/2011,0.01179
EUR-EURIBOR-Reuters,1M,26/05/2011,0.0124
EUR-EURIBOR-Reuters,3M,26/05/2011,0.01433
EUR-EURIBOR-Reuters,6M,26/05/2011,0.01712
EUR-EURIBOR-Reuters,12M,26/05/2011,0.02142
EUR-EONIA-OIS-COMPOUND,1D,27/05/2011,0.00921
EUR-EURIBOR-Reuters,1W,27/05/2011,0.01122
EUR-EURIBOR-Reuters,2W,27/05/2011,0.0115
EUR-EURIBOR-Reuters,1M,27/05/2011,0.01232
EUR-EURIBOR-Reuters,3M,27/05/2011,0.0143
EUR-EURIBOR-Reuters,6M,27/05/2011,0.01708
EUR-EURIBOR-Reuters,12M,27/05/2011,0.02135
EUR-EONIA-OIS-COMPOUND,1D,30/05/2011,0.00847
EUR-EURIBOR-Reuters,1W,30/05/2011,0.01097
EUR-EURIBOR-Reuters,2W,30/05/2011,0.01129
EUR-EURIBOR-Reuters,1M,30/05/2011,0.0123
EUR-EURIBOR-Reuters,3M,30/05/2011,0.0143
EUR-EURIBOR-Reuters,6M,30/05/2011,0.01705
EUR-EURIBOR-Reuters,12M,30/05/2011,0.02132
EUR-EONIA-OIS-COMPOUND,1D,31/05/2011,0.00953
EUR-EURIBOR-Reuters,1W,31/05/2011,0.01084
EUR-EURIBOR-Reuters,2W,31/05/2011,0.0112
EUR-EURIBOR-Reuters,1M,31/05/2011,0.01228
EUR-EURIBOR-Reuters,3M,31/05/2011,0.01433
EUR-EURIBOR-Reuters,6M,31/05/2011,0.01712
EUR-EURIBOR-Reuters,12M,31/05/2011,0.02138
EUR-EONIA-OIS-COMPOUND,1D,01/06/2011,0.00849
EUR-EURIBOR-Reuters,1W,01/06/2011,0.01058
EUR-EURIBOR-Reuters,2W,01/06/2011,0.01102
EUR-EURIBOR-Reuters,1M,01/06/2011,0.01223
EUR-EURIBOR-Reuters,3M,01/06/2011,0.01434
EUR-EURIBOR-Reuters,6M,01/06/2011,0.01714
EUR-EURIBOR-Reuters,12M,01/06/2011,0.02137
EUR-EONIA-OIS-COMPOUND,1D,02/06/2011,0.00876
EUR-EURIBOR-Reuters,1W,02/06/2011,0.01026
EUR-EURIBOR-Reuters,2W,02/06/2011,0.01093
EUR-EURIBOR-Reuters,1M,02/06/2011,0.01224
EUR-EURIBOR-Reuters,3M,02/06/2011,0.01435
EUR-EURIBOR-Reuters,6M,02/06/2011,0.01714
EUR-EURIBOR-Reuters,12M,02/06/2011,0.02137
EUR-EONIA-OIS-COMPOUND,1D,03/06/2011,0.00886
EUR-EURIBOR-Reuters,1W,03/06/2011,0.01017
EUR-EURIBOR-Reuters,2W,03/06/2011,0.01089
EUR-EURIBOR-Reuters,1M,03/06/2011,0.01223
EUR-EURIBOR-Reuters,3M,03/06/2011,0.01436
EUR-EURIBOR-Reuters,6M,03/06/2011,0.01716
EUR-EURIBOR-Reuters,12M,03/06/2011,0.02139
EUR-EONIA-OIS-COMPOUND,1D,06/06/2011,0.0088
EUR-EURIBOR-Reuters,1W,06/06/2011,0.01015
EUR-EURIBOR-Reuters,2W,06/06/2011,0.01089
EUR-EURIBOR-Reuters,1M,06/06/2011,0.01225
EUR-EURIBOR-Reuters,3M,06/06/2011,0.01438
EUR-EURIBOR-Reuters,6M,06/06/2011,0.01719
EUR-EURIBOR-Reuters,12M,06/06/2011,0.0214
EUR-EONIA-OIS-COMPOUND,1D,07/06/2011,0.00898
EUR-EURIBOR-Reuters,1W,07/06/2011,0.01018
EUR-EURIBOR-Reuters,2W,07/06/2011,0.01091
EUR-EURIBOR-Reuters,1M,07/06/2011,0.01226
EUR-EURIBOR-Reuters,3M,07/06/2011,0.01443
EUR-EURIBOR-Reuters,6M,07/06/2011,0.01724
EUR-EURIBOR-Reuters,12M,07/06/2011,0.02141
EUR-EONIA-OIS-COMPOUND,1D,08/06/2011,0.01065
EUR-EURIBOR-Reuters,1W,08/06/2011,0.01077
EUR-EURIBOR-Reuters,2W,08/06/2011,0.01133
EUR-EURIBOR-Reuters,1M,08/06/2011,0.01239
EUR-EURIBOR-Reuters,3M,08/06/2011,0.01452
EUR-EURIBOR-Reuters,6M,08/06/2011,0.01733
EUR-EURIBOR-Reuters,12M,08/06/2011,0.02151
EUR-EONIA-OIS-COMPOUND,1D,09/06/2011,0.01296
EUR-EURIBOR-Reuters,1W,09/06/2011,0.01213
EUR-EURIBOR-Reuters,2W,09/06/2011,0.01223
EUR-EURIBOR-Reuters,1M,09/06/2011,0.01258
EUR-EURIBOR-Reuters,3M,09/06/2011,0.01464
EUR-EURIBOR-Reuters,6M,09/06/2011,0.01741
EUR-EURIBOR-Reuters,12M,09/06/2011,0.02157
EUR-EONIA-OIS-COMPOUND,1D,10/06/2011,0.01549
EUR-EURIBOR-Reuters,1W,10/06/2011,0.01248
EUR-EURIBOR-Reuters,2W,10/06/2011,0.01248
EUR-EURIBOR-Reuters,1M,10/06/2011,0.01262
EUR-EURIBOR-Reuters,3M,10/06/2011,0.01469
EUR-EURIBOR-Reuters,6M,10/06/2011,0.01739
EUR-EURIBOR-Reuters,12M,10/06/2011,0.02145
EUR-EONIA-OIS-COMPOUND,1D,13/06/2011,0.01404
EUR-EURIBOR-Reuters,1W,13/06/2011,0.01254
EUR-EURIBOR-Reuters,2W,13/06/2011,0.01254
EUR-EURIBOR-Reuters,1M,13/06/2011,0.01266
EUR-EURIBOR-Reuters,3M,13/06/2011,0.01471
EUR-EURIBOR-Reuters,6M,13/06/2011,0.01739
EUR-EURIBOR-Reuters,12M,13/06/2011,0.02139
EUR-EONIA-OIS-COMPOUND,1D,14/06/2011,0.01185
EUR-EURIBOR-Reuters,1W,14/06/2011,0.01261
EUR-EURIBOR-Reuters,2W,14/06/2011,0.01262
EUR-EURIBOR-Reuters,1M,14/06/2011,0.01274
EUR-EURIBOR-Reuters,3M,14/06/2011,0.01477
EUR-EURIBOR-Reuters,6M,14/06/2011,0.01741
EUR-EURIBOR-Reuters,12M,14/06/2011,0.02137
EUR-EONIA-OIS-COMPOUND,1D,15/06/2011,0.01269
EUR-EURIBOR-Reuters,1W,15/06/2011,0.01267
EUR-EURIBOR-Reuters,2W,15/06/2011,0.01268
EUR-EURIBOR-Reuters,1M,15/06/2011,0.01281
EUR-EURIBOR-Reuters,3M,15/06/2011,0.01485
EUR-EURIBOR-Reuters,6M,15/06/2011,0.01748
EUR-EURIBOR-Reuters,12M,15/06/2011,0.02141
EUR-EONIA-OIS-COMPOUND,1D,16/06/2011,0.01303
EUR-EURIBOR-Reuters,1W,16/06/2011,0.01274
EUR-EURIBOR-Reuters,2W,16/06/2011,0.01276
EUR-EURIBOR-Reuters,1M,16/06/2011,0.01289
EUR-EURIBOR-Reuters,3M,16/06/2011,0.01494
EUR-EURIBOR-Reuters,6M,16/06/2011,0.01752
EUR-EURIBOR-Reuters,12M,16/06/2011,0.0214
EUR-EONIA-OIS-COMPOUND,1D,17/06/2011,0.01338
EUR-EURIBOR-Reuters,1W,17/06/2011,0.01289
EUR-EURIBOR-Reuters,2W,17/06/2011,0.0129
EUR-EURIBOR-Reuters,1M,17/06/2011,0.01302
EUR-EURIBOR-Reuters,3M,17/06/2011,0.01502
EUR-EURIBOR-Reuters,6M,17/06/2011,0.01759
EUR-EURIBOR-Reuters,12M,17/06/2011,0.02142
EUR-EONIA-OIS-COMPOUND,1D,20/06/2011,0.01336
EUR-EURIBOR-Reuters,1W,20/06/2011,0.01304
EUR-EURIBOR-Reuters,2W,20/06/2011,0.01303
EUR-EURIBOR-Reuters,1M,20/06/2011,0.01311
EUR-EURIBOR-Reuters,3M,20/06/2011,0.0151
EUR-EURIBOR-Reuters,6M,20/06/2011,0.01764
EUR-EURIBOR-Reuters,12M,20/06/2011,0.02144
EUR-EONIA-OIS-COMPOUND,1D,21/06/2011,0.01307
EUR-EURIBOR-Reuters,1W,21/06/2011,0.0131
EUR-EURIBOR-Reuters,2W,21/06/2011,0.01311
EUR-EURIBOR-Reuters,1M,21/06/2011,0.01324
EUR-EURIBOR-Reuters,3M,21/06/2011,0.0152
EUR-EURIBOR-Reuters,6M,21/06/2011,0.0177
EUR-EURIBOR-Reuters,12M,21/06/2011,0.02146
EUR-EONIA-OIS-COMPOUND,1D,22/06/2011,0.01091
EUR-EURIBOR-Reuters,1W,22/06/2011,0.01258
EUR-EURIBOR-Reuters,2W,22/06/2011,0.01273
EUR-EURIBOR-Reuters,1M,22/06/2011,0.01318
EUR-EURIBOR-Reuters,3M,22/06/2011,0.01526
EUR-EURIBOR-Reuters,6M,22/06/2011,0.01772
EUR-EURIBOR-Reuters,12M,22/06/2011,0.02148
EUR-EONIA-OIS-COMPOUND,1D,23/06/2011,0.00946
EUR-EURIBOR-Reuters,1W,23/06/2011,0.01222
EUR-EURIBOR-Reuters,2W,23/06/2011,0.01242
EUR-EURIBOR-Reuters,1M,23/06/2011,0.01312
EUR-EURIBOR-Reuters,3M,23/06/2011,0.01526
EUR-EURIBOR-Reuters,6M,23/06/2011,0.01771
EUR-EURIBOR-Reuters,12M,23/06/2011,0.02147
EUR-EONIA-OIS-COMPOUND,1D,24/06/2011,0.00858
EUR-EURIBOR-Reuters,1W,24/06/2011,0.01203
EUR-EURIBOR-Reuters,2W,24/06/2011,0.01231
EUR-EURIBOR-Reuters,1M,24/06/2011,0.0131
EUR-EURIBOR-Reuters,3M,24/06/2011,0.01528
EUR-EURIBOR-Reuters,6M,24/06/2011,0.01769
EUR-EURIBOR-Reuters,12M,24/06/2011,0.02145
EUR-EONIA-OIS-COMPOUND,1D,27/06/2011,0.00846
EUR-EURIBOR-Reuters,1W,27/06/2011,0.01201
EUR-EURIBOR-Reuters,2W,27/06/2011,0.0123
EUR-EURIBOR-Reuters,1M,27/06/2011,0.01311
EUR-EURIBOR-Reuters,3M,27/06/2011,0.01524
EUR-EURIBOR-Reuters,6M,27/06/2011,0.01764
EUR-EURIBOR-Reuters,12M,27/06/2011,0.0214
EUR-EONIA-OIS-COMPOUND,1D,28/06/2011,0.00839
EUR-EURIBOR-Reuters,1W,28/06/2011,0.01207
EUR-EURIBOR-Reuters,2W,28/06/2011,0.01233
EUR-EURIBOR-Reuters,1M,28/06/2011,0.01316
EUR-EURIBOR-Reuters,3M,28/06/2011,0.01531
EUR-EURIBOR-Reuters,6M,28/06/2011,0.0177
EUR-EURIBOR-Reuters,12M,28/06/2011,0.02143
EUR-EONIA-OIS-COMPOUND,1D,29/06/2011,0.00993
EUR-EURIBOR-Reuters,1W,29/06/2011,0.01207
EUR-EURIBOR-Reuters,2W,29/06/2011,0.01236
EUR-EURIBOR-Reuters,1M,29/06/2011,0.01319
EUR-EURIBOR-Reuters,3M,29/06/2011,0.01537
EUR-EURIBOR-Reuters,6M,29/06/2011,0.01777
EUR-EURIBOR-Reuters,12M,29/06/2011,0.0215
EUR-EONIA-OIS-COMPOUND,1D,30/06/2011,0.01715
EUR-EURIBOR-Reuters,1W,30/06/2011,0.01189
EUR-EURIBOR-Reuters,2W,30/06/2011,0.01235
EUR-EURIBOR-Reuters,1M,30/06/2011,0.01325
EUR-EURIBOR-Reuters,3M,30/06/2011,0.01547
EUR-EURIBOR-Reuters,6M,30/06/2011,0.01788
EUR-EURIBOR-Reuters,12M,30/06/2011,0.02162
EUR-EONIA-OIS-COMPOUND,1D,01/07/2011,0.00909
EUR-EURIBOR-Reuters,1W,01/07/2011,0.01177
EUR-EURIBOR-Reuters,2W,01/07/2011,0.01236
EUR-EURIBOR-Reuters,1M,01/07/2011,0.01332
EUR-EURIBOR-Reuters,3M,01/07/2011,0.01556
EUR-EURIBOR-Reuters,6M,01/07/2011,0.01797
EUR-EURIBOR-Reuters,12M,01/07/2011,0.02172
EUR-EONIA-OIS-COMPOUND,1D,04/07/2011,0.00815
EUR-EURIBOR-Reuters,1W,04/07/2011,0.01168
EUR-EURIBOR-Reuters,2W,04/07/2011,0.01239
EUR-EURIBOR-Reuters,1M,04/07/2011,0.01336
EUR-EURIBOR-Reuters,3M,04/07/2011,0.01563
EUR-EURIBOR-Reuters,6M,04/07/2011,0.01803
EUR-EURIBOR-Reuters,12M,04/07/2011,0.0218
EUR-EONIA-OIS-COMPOUND,1D,05/07/2011,0.00707
EUR-EURIBOR-Reuters,1W,05/07/2011,0.01164
EUR-EURIBOR-Reuters,2W,05/07/2011,0.01242
EUR-EURIBOR-Reuters,1M,05/07/2011,0.0134
EUR-EURIBOR-Reuters,3M,05/07/2011,0.01568
EUR-EURIBOR-Reuters,6M,05/07/2011,0.0181
EUR-EURIBOR-Reuters,12M,05/07/2011,0.02187
EUR-EONIA-OIS-COMPOUND,1D,06/07/2011,0.00598
EUR-EURIBOR-Reuters,1W,06/07/2011,0.0114
EUR-EURIBOR-Reuters,2W,06/07/2011,0.01244
EUR-EURIBOR-Reuters,1M,06/07/2011,0.01342
EUR-EURIBOR-Reuters,3M,06/07/2011,0.01569
EUR-EURIBOR-Reuters,6M,06/07/2011,0.01814
EUR-EURIBOR-Reuters,12M,06/07/2011,0.02189
EUR-EONIA-OIS-COMPOUND,1D,07/07/2011,0.00596
EUR-EURIBOR-Reuters,1W,07/07/2011,0.01252
EUR-EURIBOR-Reuters,2W,07/07/2011,0.013
EUR-EURIBOR-Reuters,1M,07/07/2011,0.01371
EUR-EURIBOR-Reuters,3M,07/07/2011,0.01583
EUR-EURIBOR-Reuters,6M,07/07/2011,0.01823
EUR-EURIBOR-Reuters,12M,07/07/2011,0.02195
EUR-EONIA-OIS-COMPOUND,1D,08/07/2011,0.00592
EUR-EURIBOR-Reuters,1W,08/07/2011,0.01367
EUR-EURIBOR-Reuters,2W,08/07/2011,0.01385
EUR-EURIBOR-Reuters,1M,08/07/2011,0.01405
EUR-EURIBOR-Reuters,3M,08/07/2011,0.01593
EUR-EURIBOR-Reuters,6M,08/07/2011,0.01831
EUR-EURIBOR-Reuters,12M,08/07/2011,0.02201
EUR-EONIA-OIS-COMPOUND,1D,11/07/2011,0.006
EUR-EURIBOR-Reuters,1W,11/07/2011,0.01439
EUR-EURIBOR-Reuters,2W,11/07/2011,0.01437
EUR-EURIBOR-Reuters,1M,11/07/2011,0.01433
EUR-EURIBOR-Reuters,3M,11/07/2011,0.01601
EUR-EURIBOR-Reuters,6M,11/07/2011,0.01831
EUR-EURIBOR-Reuters,12M,11/07/2011,0.02195
EUR-EONIA-OIS-COMPOUND,1D,12/07/2011,0.01016
EUR-EURIBOR-Reuters,1W,12/07/2011,0.01453
EUR-EURIBOR-Reuters,2W,12/07/2011,0.01448
EUR-EURIBOR-Reuters,1M,12/07/2011,0.01442
EUR-EURIBOR-Reuters,3M,12/07/2011,0.01599
EUR-EURIBOR-Reuters,6M,12/07/2011,0.01818
EUR-EURIBOR-Reuters,12M,12/07/2011,0.02178
EUR-EONIA-OIS-COMPOUND,1D,13/07/2011,0.01476
EUR-EURIBOR-Reuters,1W,13/07/2011,0.01462
EUR-EURIBOR-Reuters,2W,13/07/2011,0.01461
EUR-EURIBOR-Reuters,1M,13/07/2011,0.01456
EUR-EURIBOR-Reuters,3M,13/07/2011,0.01605
EUR-EURIBOR-Reuters,6M,13/07/2011,0.01818
EUR-EURIBOR-Reuters,12M,13/07/2011,0.02177
EUR-EONIA-OIS-COMPOUND,1D,14/07/2011,0.01461
EUR-EURIBOR-Reuters,1W,14/07/2011,0.01462
EUR-EURIBOR-Reuters,2W,14/07/2011,0.01463
EUR-EURIBOR-Reuters,1M,14/07/2011,0.01458
EUR-EURIBOR-Reuters,3M,14/07/2011,0.01606
EUR-EURIBOR-Reuters,6M,14/07/2011,0.01817
EUR-EURIBOR-Reuters,12M,14/07/2011,0.02176
EUR-EONIA-OIS-COMPOUND,1D,15/07/2011,0.01484
EUR-EURIBOR-Reuters,1W,15/07/2011,0.01461
EUR-EURIBOR-Reuters,2W,15/07/2011,0.01464
EUR-EURIBOR-Reuters,1M,15/07/2011,0.01458
EUR-EURIBOR-Reuters,3M,15/07/2011,0.01608
EUR-EURIBOR-Reuters,6M,15/07/2011,0.01814
EUR-EURIBOR-Reuters,12M,15/07/2011,0.02171
EUR-EONIA-OIS-COMPOUND,1D,18/07/2011,0.01489
EUR-EURIBOR-Reuters,1W,18/07/2011,0.01465
EUR-EURIBOR-Reuters,2W,18/07/2011,0.01466
EUR-EURIBOR-Reuters,1M,18/07/2011,0.01465
EUR-EURIBOR-Reuters,3M,18/07/2011,0.01608
EUR-EURIBOR-Reuters,6M,18/07/2011,0.01812
EUR-EURIBOR-Reuters,12M,18/07/2011,0.02169
EUR-EONIA-OIS-COMPOUND,1D,19/07/2011,0.01467
EUR-EURIBOR-Reuters,1W,19/07/2011,0.01473
EUR-EURIBOR-Reuters,2W,19/07/2011,0.01472
EUR-EURIBOR-Reuters,1M,19/07/2011,0.0147
EUR-EURIBOR-Reuters,3M,19/07/2011,0.01609
EUR-EURIBOR-Reuters,6M,19/07/2011,0.01813
EUR-EURIBOR-Reuters,12M,19/07/2011,0.02169
EUR-EONIA-OIS-COMPOUND,1D,20/07/2011,0.012
EUR-EURIBOR-Reuters,1W,20/07/2011,0.01369
EUR-EURIBOR-Reuters,2W,20/07/2011,0.01396
EUR-EURIBOR-Reuters,1M,20/07/2011,0.01452
EUR-EURIBOR-Reuters,3M,20/07/2011,0.01604
EUR-EURIBOR-Reuters,6M,20/07/2011,0.0181
EUR-EURIBOR-Reuters,12M,20/07/2011,0.0217
EUR-EONIA-OIS-COMPOUND,1D,21/07/2011,0.01078
EUR-EURIBOR-Reuters,1W,21/07/2011,0.01319
EUR-EURIBOR-Reuters,2W,21/07/2011,0.01351
EUR-EURIBOR-Reuters,1M,21/07/2011,0.01447
EUR-EURIBOR-Reuters,3M,21/07/2011,0.01608
EUR-EURIBOR-Reuters,6M,21/07/2011,0.01817
EUR-EURIBOR-Reuters,12M,21/07/2011,0.02177
EUR-EONIA-OIS-COMPOUND,1D,22/07/2011,0.0097
EUR-EURIBOR-Reuters,1W,22/07/2011,0.013
EUR-EURIBOR-Reuters,2W,22/07/2011,0.01332
EUR-EURIBOR-Reuters,1M,22/07/2011,0.01445
EUR-EURIBOR-Reuters,3M,22/07/2011,0.01611
EUR-EURIBOR-Reuters,6M,22/07/2011,0.01824
EUR-EURIBOR-Reuters,12M,22/07/2011,0.02192
EUR-EONIA-OIS-COMPOUND,1D,25/07/2011,0.00975
EUR-EURIBOR-Reuters,1W,25/07/2011,0.01298
EUR-EURIBOR-Reuters,2W,25/07/2011,0.0133
EUR-EURIBOR-Reuters,1M,25/07/2011,0.01447
EUR-EURIBOR-Reuters,3M,25/07/2011,0.01613
EUR-EURIBOR-Reuters,6M,25/07/2011,0.01827
EUR-EURIBOR-Reuters,12M,25/07/2011,0.02193
EUR-EONIA-OIS-COMPOUND,1D,26/07/2011,0.00991
EUR-EURIBOR-Reuters,1W,26/07/2011,0.01299
EUR-EURIBOR-Reuters,2W,26/07/2011,0.01332
EUR-EURIBOR-Reuters,1M,26/07/2011,0.01448
EUR-EURIBOR-Reuters,3M,26/07/2011,0.01615
EUR-EURIBOR-Reuters,6M,26/07/2011,0.01831
EUR-EURIBOR-Reuters,12M,26/07/2011,0.02194
EUR-EONIA-OIS-COMPOUND,1D,27/07/2011,0.00953
EUR-EURIBOR-Reuters,1W,27/07/2011,0.01281
EUR-EURIBOR-Reuters,2W,27/07/2011,0.01324
EUR-EURIBOR-Reuters,1M,27/07/2011,0.01442
EUR-EURIBOR-Reuters,3M,27/07/2011,0.01612
EUR-EURIBOR-Reuters,6M,27/07/2011,0.01828
EUR-EURIBOR-Reuters,12M,27/07/2011,0.0219
EUR-EONIA-OIS-COMPOUND,1D,28/07/2011,0.00899
EUR-EURIBOR-Reuters,1W,28/07/2011,0.01251
EUR-EURIBOR-Reuters,2W,28/07/2011,0.01306
EUR-EURIBOR-Reuters,1M,28/07/2011,0.01436
EUR-EURIBOR-Reuters,3M,28/07/2011,0.0161
EUR-EURIBOR-Reuters,6M,28/07/2011,0.01824
EUR-EURIBOR-Reuters,12M,28/07/2011,0.02183
EUR-EONIA-OIS-COMPOUND,1D,29/07/2011,0.00972
EUR-EURIBOR-Reuters,1W,29/07/2011,0.01212
EUR-EURIBOR-Reuters,2W,29/07/2011,0.013
EUR-EURIBOR-Reuters,1M,29/07/2011,0.01433
EUR-EURIBOR-Reuters,3M,29/07/2011,0.01609
EUR-EURIBOR-Reuters,6M,29/07/2011,0.01821
EUR-EURIBOR-Reuters,12M,29/07/2011,0.02178
EUR-EONIA-OIS-COMPOUND,1D,01/08/2011,0.00912
EUR-EURIBOR-Reuters,1W,01/08/2011,0.01194
EUR-EURIBOR-Reuters,2W,01/08/2011,0.01299
EUR-EURIBOR-Reuters,1M,01/08/2011,0.01434
EUR-EURIBOR-Reuters,3M,01/08/2011,0.01609
EUR-EURIBOR-Reuters,6M,01/08/2011,0.0182
EUR-EURIBOR-Reuters,12M,01/08/2011,0.02177
EUR-EONIA-OIS-COMPOUND,1D,02/08/2011,0.00941
EUR-EURIBOR-Reuters,1W,02/08/2011,0.01192
EUR-EURIBOR-Reuters,2W,02/08/2011,0.01301
EUR-EURIBOR-Reuters,1M,02/08/2011,0.01433
EUR-EURIBOR-Reuters,3M,02/08/2011,0.01605
EUR-EURIBOR-Reuters,6M,02/08/2011,0.01816
EUR-EURIBOR-Reuters,12M,02/08/2011,0.02175
EUR-EONIA-OIS-COMPOUND,1D,03/08/2011,0.00858
EUR-EURIBOR-Reuters,1W,03/08/2011,0.012
EUR-EURIBOR-Reuters,2W,03/08/2011,0.01304
EUR-EURIBOR-Reuters,1M,03/08/2011,0.01431
EUR-EURIBOR-Reuters,3M,03/08/2011,0.01601
EUR-EURIBOR-Reuters,6M,03/08/2011,0.01812
EUR-EURIBOR-Reuters,12M,03/08/2011,0.02172
EUR-EONIA-OIS-COMPOUND,1D,04/08/2011,0.00851
EUR-EURIBOR-Reuters,1W,04/08/2011,0.01269
EUR-EURIBOR-Reuters,2W,04/08/2011,0.01329
EUR-EURIBOR-Reuters,1M,04/08/2011,0.01434
EUR-EURIBOR-Reuters,3M,04/08/2011,0.01602
EUR-EURIBOR-Reuters,6M,04/08/2011,0.01812
EUR-EURIBOR-Reuters,12M,04/08/2011,0.02173
EUR-EONIA-OIS-COMPOUND,1D,05/08/2011,0.00846
EUR-EURIBOR-Reuters,1W,05/08/2011,0.01275
EUR-EURIBOR-Reuters,2W,05/08/2011,0.0132
EUR-EURIBOR-Reuters,1M,05/08/2011,0.01405
EUR-EURIBOR-Reuters,3M,05/08/2011,0.01564
EUR-EURIBOR-Reuters,6M,05/08/2011,0.01764
EUR-EURIBOR-Reuters,12M,05/08/2011,0.02106
EUR-EONIA-OIS-COMPOUND,1D,08/08/2011,0.0086
EUR-EURIBOR-Reuters,1W,08/08/2011,0.01289
EUR-EURIBOR-Reuters,2W,08/08/2011,0.01326
EUR-EURIBOR-Reuters,1M,08/08/2011,0.014
EUR-EURIBOR-Reuters,3M,08/08/2011,0.0156
EUR-EURIBOR-Reuters,6M,08/08/2011,0.0176
EUR-EURIBOR-Reuters,12M,08/08/2011,0.02102
EUR-EONIA-OIS-COMPOUND,1D,09/08/2011,0.01211
EUR-EURIBOR-Reuters,1W,09/08/2011,0.01281
EUR-EURIBOR-Reuters,2W,09/08/2011,0.01318
EUR-EURIBOR-Reuters,1M,09/08/2011,0.01392
EUR-EURIBOR-Reuters,3M,09/08/2011,0.01555
EUR-EURIBOR-Reuters,6M,09/08/2011,0.01745
EUR-EURIBOR-Reuters,12M,09/08/2011,0.02086
EUR-EONIA-OIS-COMPOUND,1D,10/08/2011,0.01006
EUR-EURIBOR-Reuters,1W,10/08/2011,0.01222
EUR-EURIBOR-Reuters,2W,10/08/2011,0.01282
EUR-EURIBOR-Reuters,1M,10/08/2011,0.0138
EUR-EURIBOR-Reuters,3M,10/08/2011,0.01545
EUR-EURIBOR-Reuters,6M,10/08/2011,0.01741
EUR-EURIBOR-Reuters,12M,10/08/2011,0.02083
EUR-EONIA-OIS-COMPOUND,1D,11/08/2011,0.00903
EUR-EURIBOR-Reuters,1W,11/08/2011,0.01182
EUR-EURIBOR-Reuters,2W,11/08/2011,0.01253
EUR-EURIBOR-Reuters,1M,11/08/2011,0.01367
EUR-EURIBOR-Reuters,3M,11/08/2011,0.01535
EUR-EURIBOR-Reuters,6M,11/08/2011,0.01726
EUR-EURIBOR-Reuters,12M,11/08/2011,0.02063
EUR-EONIA-OIS-COMPOUND,1D,12/08/2011,0.0088
EUR-EURIBOR-Reuters,1W,12/08/2011,0.01161
EUR-EURIBOR-Reuters,2W,12/08/2011,0.01239
